overall	high_tfx	low_tfx
0.85582	0.92647	0.70000
0.84018	0.87198	0.75000
0.84011	0.87762	0.78889
0.90385	0.89803	0.92857
0.91973	0.94359	0.81481
0.83542	0.86029	0.78571
0.92063	0.97667	0.66667
0.91761	0.92857	0.90909
0.92696	0.92982	1.00000
0.90238	0.92857	0.80000
0.88258	0.92308	0.63333
0.90080	0.91690	0.77778
0.91071	0.97917	0.70833
0.87097	0.89619	0.89286
0.92130	0.92381	0.91667
0.89419	0.92513	0.80556
0.91538	0.93333	0.85714
0.86769	0.91641	0.72222
0.96296	0.99722	0.84615
0.89753	0.93135	0.75000
0.93273	0.97692	0.82222
0.82579	0.88519	0.75000
0.86322	0.86404	0.85000
0.88187	0.91190	0.73810
0.89498	0.93316	0.77143
0.92000	0.94444	0.84286
0.90625	0.92647	0.87500
0.90143	0.91667	0.85714
0.89333	0.91944	0.82222
0.87500	0.88927	0.83333
0.89163	0.92045	0.81818
0.91082	0.94167	0.71429
0.89538	0.89027	1.00000
0.93827	0.97059	0.81818
0.86667	0.87990	0.80556
0.89941	0.90909	0.91667
0.87308	0.91667	0.64815
0.89606	0.93927	0.75000
0.88667	0.93125	0.65000
0.91493	0.92157	0.90476
0.84000	0.86378	0.70000
0.90132	0.94737	0.88462
0.88286	0.90238	0.87500
0.90488	0.91502	0.88095
0.98029	0.98496	0.91667
0.93924	0.94408	1.00000
0.91220	0.93498	0.81818
0.83507	0.91453	0.69697
0.92007	0.90625	1.00000
0.81061	0.80420	0.77778
0.90806	0.93667	0.96364
0.84603	0.85625	0.90000
0.93600	0.98190	0.71875
0.90000	0.91304	0.90000
0.90660	0.90936	0.88889
0.85317	0.89167	0.68889
0.89410	0.92812	0.84375
0.88645	0.90657	0.88889
0.94617	0.93426	1.00000
0.89455	0.94444	0.77500
0.88043	0.93684	0.73611
0.95130	0.99071	0.75000
0.86508	0.89130	0.74286
0.92473	0.93409	0.88889
0.94384	0.98000	0.74074
0.93706	0.96382	0.86667
0.88095	0.95556	0.74074
0.94762	0.95789	0.91111
0.86401	0.89087	0.70000
0.84058	0.92398	0.64286
0.92702	0.94444	0.84000
0.88636	0.91296	0.80000
0.87649	0.94481	0.64286
0.84982	0.91877	0.40000
0.72667	0.74923	0.64286
0.84545	0.94000	0.48571
0.92898	0.95098	0.72500
0.94925	0.97083	0.87500
0.89902	0.90606	0.88889
0.85957	0.89796	0.85000
0.83724	0.89140	0.58333
0.96667	0.97500	0.89286
0.92320	0.94444	0.86667
0.90230	0.92500	0.73333
0.87458	0.86601	1.00000
0.91846	0.95439	0.81818
0.86207	0.86364	0.81250
